Index,label,integer_1,integer_2,integer_3,integer_4,integer_5,integer_6,integer_7,integer_8,integer_9,integer_10,integer_11,integer_12,integer_13,categorical_1,categorical_2,categorical_3,categorical_4,categorical_5,categorical_6,categorical_7,categorical_8,categorical_9,categorical_10,categorical_11,categorical_12,categorical_13,categorical_14,categorical_15,categorical_16,categorical_17,categorical_18,categorical_19,categorical_20,categorical_21,categorical_22,categorical_23,categorical_24,categorical_25,categorical_26
78728,0,3.0,2,,1.0,492.0,22.0,3,1,17,1.0,1,,9.0,5a9ed9b0,38d50e09,e2772539,4f447b84,4cf72387,fbad5c96,bbfb18e6,a674580f,a73ee510,8f9c6623,e8120b24,b293ab33,b724aaae,b28479f6,4be6e448,e8cc6979,d4bb7bd8,19fec6cc,21ddcdc9,a458ea53,3294f8f3,,32c7478e,cc80b3be,001f3601,c27f155b
78737,1,14.0,56,6.0,9.0,125.0,10.0,14.0,14,12.0,1.0,1.0,1.0,10.0,05db9164,09e68b86,352f33b8,7fd98fd6,db679829,7e0ccccf,8048b460,0b153874,a73ee510,3de6dc67,ae4c531b,90d3c322,01c2bbc7,b28479f6,52baadf5,b49fb416,3486227d,5aed7436,21ddcdc9,b1252a9d,f9af424e,,32c7478e,0665ff92,3d2bedd7,e46d76af
78744,0,0.0,0,5.0,,4697.0,269.0,6.0,5,253.0,0.0,1.0,5.0,,05db9164,6e638bbc,1cf2df3b,eba589b9,25c83c98,7e0ccccf,affecfe1,0b153874,a73ee510,3b08e48b,c649e270,79804b0d,86f2e6a7,07d13a8f,d4525f76,38521366,8efede7f,f6a2fc70,21ddcdc9,a458ea53,261f2601,,3a171ecb,75aae369,3a6f6b59,231fab9e
78753,0,0.0,290,3.0,3.0,3574,6.0,98,4,7,0.0,9,,4.0,68fd1e64,e9ac66c5,9d3e2087,ef5342f5,25c83c98,13718bbd,1afe74ab,0b153874,a73ee510,b5f7cd48,3407cf7b,4774ab23,f0fe287d,07d13a8f,fc45bcbf,13dd6f44,e5ba7672,e85b49c7,,,0c2820f2,,423fab69,f2c0b41c,,
78759,1,6.0,45,15.0,12.0,1,0.0,14,30,39,2.0,3,0.0,0.0,68fd1e64,58e67aaf,45d88b23,f9ba1fb7,25c83c98,7e0ccccf,1e3cba9d,813607cc,a73ee510,7b68cac5,843d8639,7a7c5ca4,9cab1003,07d13a8f,10935a85,c1394d7b,e5ba7672,c21c3e4c,a2612a08,b1252a9d,0711e4c0,,423fab69,ca8dacb1,9b3e8820,dfea2f89
78774,0,0.0,-1,13.0,10.0,8910.0,73.0,1.0,11,25.0,0.0,1.0,,10.0,5a9ed9b0,95e2d337,0aac6c9a,aa23e0ba,43b19349,7e0ccccf,1662de8f,0b153874,a73ee510,e8c6d5af,dd244141,e4c777bd,468f0632,b28479f6,17a3bcd8,636e2861,d4bb7bd8,7b06fafe,5af15ee4,a458ea53,3f6112ce,,be7c41b4,3e2c4cbd,2bf691b1,caf035f0
78795,0,,0,64.0,34.0,3083.0,57.0,6,34,34,,1,,34.0,5a9ed9b0,4f25e98b,21078b33,cb705317,25c83c98,,9b98e9fc,0b153874,a73ee510,49d1ad89,7f8ffe57,afd1cb41,46f42a63,1adce6ef,17d9b759,a08737b2,e5ba7672,7ef5affa,cc4c70c1,a458ea53,4923f51d,,32c7478e,56c60afc,001f3601,ca2ddb62
78889,0,0.0,3,33.0,36.0,1536.0,105.0,12.0,34,545.0,0.0,2.0,0.0,36.0,05db9164,38d50e09,,,25c83c98,7e0ccccf,dbc0d030,0b153874,a73ee510,22accc23,84b20221,,5a2964f9,b28479f6,42b3012c,,e5ba7672,582152eb,21ddcdc9,5840adea,,,32c7478e,,001f3601,56be3401
78895,0,0.0,1,3.0,,1765,54.0,12,39,38,0.0,1,,,68fd1e64,89ddfee8,15d7420a,ff441594,4cf72387,7e0ccccf,ad3508b1,5b392875,a73ee510,08658f3b,ad757a5a,5f27bc59,93b18cb5,1adce6ef,34cce7d2,e2b64862,e5ba7672,5bb2ec8e,55dd3565,a458ea53,2f4978df,,423fab69,75c8ca05,f0f449dd,d21d0b82
78945,0,,2,1.0,1.0,29157.0,82.0,1.0,1.0,80.0,,1.0,,1.0,39af2607,30bf41e1,77f2f2e5,d16679b9,25c83c98,7e0ccccf,3015bd7a,1f89b562,a73ee510,5e8c45d1,10465598,9f32b866,f8362c26,b28479f6,2703247e,31ca40b6,e5ba7672,ab7d03ab,,,dfcfc3fa,ad3062eb,dbb486d7,aee52b6f,,
78947,0,,1,418.0,2.0,206429,,0,6,2,,0,,6.0,5a9ed9b0,80e26c9b,885c1961,85dd697c,25c83c98,7e0ccccf,c75f034d,0b153874,7cc72ec2,dfd3535f,740f5b4f,399b0abb,5d8f6443,07d13a8f,e8f4b767,2d0bbe92,07c540c4,005c6740,21ddcdc9,b1252a9d,abf99ed5,,32c7478e,1793a828,e8b83407,9904c656
78951,0,1.0,52,93.0,11.0,8,11.0,1,11,11,1.0,1,,11.0,05db9164,4f25e98b,51a3759a,55c67188,384874ce,6f6d9be8,b84dcfdb,0b153874,a73ee510,dbd3ed6d,c1ee56d0,dcfce30b,ebd756bd,b28479f6,99637b25,0643b882,d4bb7bd8,c04ce6df,2c434f3e,a458ea53,3b74bf61,,32c7478e,9117a34a,001f3601,54ca28ff
78958,0,,1,2.0,1.0,21916,288.0,30,2,489,,2,,1.0,8cf07265,38d50e09,,,25c83c98,7e0ccccf,2505ae8d,0b153874,a73ee510,3b08e48b,c5638068,,8d02f360,b28479f6,42b3012c,,e5ba7672,582152eb,21ddcdc9,5840adea,,c9d4222a,32c7478e,,001f3601,01774abe
78978,1,1.0,0,27.0,17.0,21.0,13.0,25,19,66,1.0,10,,13.0,05db9164,a0e12995,46a002f3,077ac770,25c83c98,fbad5c96,9f525672,1f89b562,a73ee510,b73b852d,843d8639,1fb49395,9cab1003,07d13a8f,73e2709e,0f3e52cd,e5ba7672,1616f155,21ddcdc9,5840adea,80d4b4fb,,423fab69,5ddc2c4c,9b3e8820,984e0db0
79014,0,,1203,18.0,2.0,33847.0,141.0,1.0,5,21.0,,0.0,,5.0,05db9164,bf58e3e3,ff92fbfe,2091baca,25c83c98,fe6b92e5,2c4fd9a4,0b153874,a73ee510,fd591517,8e46b8f3,863480c7,f6292965,ec19f520,f2756ea2,13798f0b,07c540c4,427f76d8,,,d991438c,,3a171ecb,36125f5d,,
79025,1,11.0,1612,,,485,11.0,17.0,19,76.0,1.0,2.0,,,68fd1e64,bce95927,725a1d77,13508380,25c83c98,13718bbd,d2d741ca,0b153874,a73ee510,8f4737bc,ea4adb47,d7934374,05781932,07d13a8f,fec218c0,e19add3c,e5ba7672,04d863d5,21ddcdc9,b1252a9d,9c50a2e9,,423fab69,45ab94c8,e8b83407,c84c4aec
79093,0,3.0,1,69.0,7.0,1405.0,22.0,7.0,18,87.0,0.0,2.0,0.0,16.0,05db9164,6582398b,4d3cbd76,1a55b47b,25c83c98,fe6b92e5,3e47364f,5b392875,a73ee510,7623f223,ecf21575,ac6820fe,5e400308,1adce6ef,89bdfdab,bd7b8828,e5ba7672,dbebbe86,21ddcdc9,5840adea,8316999f,,423fab69,0acbced6,e8b83407,1ed072ed
79117,0,,2,25.0,5.0,27518.0,470.0,55.0,22,953.0,,6.0,,21.0,5a9ed9b0,942f9a8d,270d33d5,d512b5dd,43b19349,7e0ccccf,49b74ebc,5b392875,a73ee510,0e9ead52,c4adf918,e34eacc6,85dbe138,1adce6ef,ae97ecc3,476cf31f,e5ba7672,1f868fdd,a35e3db3,a458ea53,bacde6f1,,32c7478e,8935d0e0,001f3601,78b17569
79120,1,15.0,0,4.0,,348,0.0,32,0,81,1.0,4,0.0,,f473b8dc,73a46ff0,8c8184d3,4c618b79,43b19349,fe6b92e5,fed3cb1d,0b153874,a73ee510,175d6c71,b7094596,c159fc4a,1f9d2c38,07d13a8f,376a23f2,b4c5d103,e5ba7672,da507f45,21ddcdc9,b1252a9d,7342c470,c9d4222a,c7dc6720,b050fb87,ea9a246c,39dfbbfe
79180,0,0.0,1,,2.0,4487.0,167.0,18.0,5,400.0,0.0,4.0,1.0,21.0,8cf07265,3e25b403,706a450f,7607ebdc,4cf72387,fbad5c96,7de93965,a04b3fa3,a73ee510,a1ee64a6,9ba53fcc,08bc450b,42156eb4,b28479f6,311b40f3,42040b67,3486227d,3f10e4b9,,,1403a96a,,bcdee96c,1793a828,,
79214,0,,1,1.0,,20743,17.0,5,0,17,,1,,,68fd1e64,09e68b86,708392ec,c0885c9d,25c83c98,,1271124e,0b153874,a73ee510,0cad5278,1f36d28a,13cd0396,0a8a3875,1adce6ef,dbc5e126,0911fad0,e5ba7672,5aed7436,2aa4575d,a458ea53,be171791,,32c7478e,9b292e60,e8b83407,11739cfc
79215,0,0.0,62,44.0,1.0,2099,144.0,2,13,70,0.0,2,,10.0,05db9164,80e26c9b,6e5bddab,d3e92866,25c83c98,7e0ccccf,d2d741ca,0b153874,a73ee510,7b7e43a5,ea4adb47,bf413137,5781932,1adce6ef,8ba8b39a,af6fc4b8,07c540c4,f54016b9,21ddcdc9,5840adea,a3405885,,bcdee96c,b0fb6a50,e8b83407,61556511
79233,0,,6,8.0,4.0,102539.0,,0.0,3,87.0,,0.0,,4.0,5a9ed9b0,e77e5e6e,3f0ffc77,4de28b82,25c83c98,7e0ccccf,9db7a15b,5b392875,7cc72ec2,3823da6e,e9cea188,f91fd7b0,03cd10d0,07d13a8f,2eb18840,6d9ef2d1,e5ba7672,449d6705,55dd3565,a458ea53,02a01d3d,,423fab69,1481ceb4,e8b83407,988b0775
79250,0,,1,1.0,3.0,19300.0,170.0,2,5,158,,1,,3.0,f473b8dc,d833535f,b00d1501,d16679b9,25c83c98,3bf701e7,883cecab,5b392875,a73ee510,e38cbfac,f7862358,e0d76380,5aae435a,b28479f6,a66dcf27,1203a270,07c540c4,7b49e3d2,,,73d06dde,,3a171ecb,aee52b6f,,
79277,0,,249,11.0,2.0,313028.0,,0.0,16,634.0,,0.0,,2.0,ae82ea21,c66fca21,6c890a10,55db6044,25c83c98,fbad5c96,9f27dd12,5b392875,7cc72ec2,163000a9,b900501a,a0f41a51,cb606c19,07d13a8f,e25cc91e,7dc581df,e5ba7672,1304f63b,21ddcdc9,a458ea53,b15b2b2e,,32c7478e,f8bdffd6,010f6491,a5e6354b
79334,0,0.0,-1,,,2338.0,5.0,73.0,3.0,119.0,0.0,4.0,0.0,,8cf07265,1612be27,ba23d9f7,21ef4974,25c83c98,7e0ccccf,7195046d,5b392875,a73ee510,7c3cada7,4d8549da,83d7c42a,51b97b8f,b28479f6,a7541387,93797681,e5ba7672,ce500fd8,21ddcdc9,5840adea,955d2a05,,3a171ecb,e9b0e9f8,cb079c2d,1d5d3a57
79344,0,2.0,10,18.0,13.0,551,31.0,2,13,17,1.0,1,,17.0,05db9164,207b2d81,3f72e161,ae78390d,25c83c98,,3c38cb28,0b153874,a73ee510,3ff5f6c9,2a0683ab,1a5d089b,e5cf62b4,cfef1c29,dad721df,fb5401ca,07c540c4,25c88e42,21ddcdc9,b1252a9d,fce7cb8c,,423fab69,e7bc1058,001f3601,2232b44f
79347,0,,738,5.0,3.0,86,,0.0,3,3.0,,0.0,,3.0,05db9164,bce95927,02391f51,b9c629a9,25c83c98,7e0ccccf,197b4575,1f89b562,a73ee510,6c47047a,7696b047,2397259a,e40e52ae,07d13a8f,fec218c0,d37efe8c,8efede7f,04d863d5,21ddcdc9,5840adea,b6119319,,423fab69,45ab94c8,e8b83407,b13f4ade
79390,1,1.0,58,211.0,1.0,0,0.0,1,1,1,1.0,1,,0.0,05db9164,09e68b86,80e96ca4,85dd697c,2c6b8ded,7e0ccccf,61ad49e0,5b392875,a73ee510,3b08e48b,d850f8dd,0d2a2c95,dbf42252,07d13a8f,801ee1ae,4562f4f5,d4bb7bd8,63cdbb21,21ddcdc9,5840adea,8cfc8f03,,3a171ecb,1793a828,e8b83407,b7d9c3bc
79444,1,0.0,-1,2.0,2.0,7284.0,112.0,1.0,5,102.0,0.0,1.0,,2.0,5a9ed9b0,661b832e,,,4cf72387,7e0ccccf,86bc1282,5b392875,a73ee510,3b08e48b,6ff28767,,ca518460,b28479f6,8896b2d1,,d4bb7bd8,8f1534bb,,,,,3a171ecb,,,
79459,0,3.0,364,2.0,2.0,444.0,3.0,217,12,365,1.0,27,0.0,2.0,68fd1e64,38a947a1,82714808,6a14f9b9,25c83c98,fbad5c96,407438c8,37e4aa92,a73ee510,935a36f0,755e4a50,c2a78d8d,5978055e,07d13a8f,e3dc98de,f8b34416,3486227d,c9ac134a,,,f3ddd519,,32c7478e,b34f3128,,
79462,1,0.0,-1,,,3080,37.0,13,31,105,0.0,5,,,05db9164,38a947a1,4470baf4,8c8a4c47,4cf72387,fbad5c96,b3b280b5,0b153874,a73ee510,3b08e48b,3e38ef40,bb669e25,5e419718,b28479f6,d493d6b4,2b2ce127,e5ba7672,b133fcd4,,,2b796e4a,,85d5a995,8d365d3b,,
79464,0,0.0,1,204.0,,66880,5468.0,0,0,25,0.0,0,,,05db9164,ef69887a,7f752b5c,4fa9e7de,f281d2a7,7e0ccccf,00f47310,233428af,7cc72ec2,75307964,a4ea009a,54f68692,1e9339bc,1adce6ef,9a0b5832,64f470be,e5ba7672,4bcc9449,a153cea2,b1252a9d,14818460,,c7dc6720,4d86033c,47907db5,1bb9836f
79484,0,23.0,2,178.0,45.0,18,39.0,25,45,76,1.0,2,,39.0,05db9164,78ccd99e,91be462a,c8c1efe4,a9411994,,a1eeac3d,985e3fcb,a73ee510,50e2ba02,2e9d5aa6,603102a3,0a9ac04c,051219e6,9917ad07,1438439f,e5ba7672,e7e991cb,5a672a1b,a458ea53,b839dfd5,,32c7478e,e01a96f3,c243e98b,a4c23e2d
79493,1,,1271,1.0,1.0,,,0,1,1,,0,,1.0,05db9164,38a947a1,,,25c83c98,,bca35340,0b153874,a73ee510,3b08e48b,bbf9c1a0,,a3fda569,07d13a8f,d1320b47,,2005abd1,87c9f30d,,,,,be7c41b4,,,
79496,1,6.0,0,3.0,1.0,334.0,6.0,6,9,8,1.0,1,,2.0,68fd1e64,b80912da,0b7dd3a8,12331cf7,25c83c98,fbad5c96,7c945c62,c8ddd494,a73ee510,e6e28357,4d99801f,c41b8184,8752b356,07d13a8f,569913cf,ed5c3dce,e5ba7672,7119e567,21ddcdc9,a458ea53,4f1d8b63,c9d4222a,3a171ecb,317e60c1,ce62e669,d7867f7f
79528,1,2.0,111,1.0,1.0,182.0,1.0,2.0,1,1.0,1.0,1.0,,1.0,68fd1e64,2c8c5f5d,d7bd8733,9ce24ab2,25c83c98,7e0ccccf,82cfb145,0b153874,a73ee510,a3dec2a4,3f31bb3e,9712b4e7,c6378246,64c94865,c1124d0c,7e348ca8,07c540c4,f5f4ae5b,,,a7a755dc,,32c7478e,89856b53,,
79553,0,,84,7.0,6.0,462.0,379.0,1.0,19.0,346.0,,1.0,,6.0,5a9ed9b0,0a519c5c,ad4b77ff,d16679b9,25c83c98,fe6b92e5,ea6998f9,062b5529,a73ee510,3b08e48b,6dc69f41,a2f4e8b5,fca56425,b28479f6,7f6af6b0,89052618,07c540c4,eea3ab97,,,d4703ebd,,32c7478e,aee52b6f,,
79611,0,,2,15.0,15.0,18717.0,,0.0,8.0,75.0,,0.0,,42.0,68fd1e64,38d50e09,,,25c83c98,7e0ccccf,8ce3a35f,0b153874,a73ee510,3b08e48b,c8e7f509,,6e8ef725,1adce6ef,e2c18d5a,,776ce399,582152eb,21ddcdc9,5840adea,,,32c7478e,,001f3601,56be3401
79636,0,,235,11.0,,17383.0,,0,0,3,,0,,,5a9ed9b0,38d50e09,3ab8b0e5,506c84fb,384874ce,fbad5c96,9b98e9fc,0b153874,a73ee510,2462946f,7f8ffe57,8c450f81,46f42a63,07d13a8f,e24ff4c6,fd0458a0,e5ba7672,f855e3f0,21ddcdc9,5840adea,1e460235,,32c7478e,c9beb5ca,001f3601,d67a6f5b
79708,0,,25,15.0,4.0,141428.0,,0,7,20,,0,,8.0,be589b51,6c713117,ababa78b,5ec469f9,25c83c98,,9db7a15b,0b153874,7cc72ec2,9268adb2,94952d35,63d3fb31,03cd10d0,1adce6ef,b0009333,c574de76,e5ba7672,bf6b118a,21ddcdc9,b1252a9d,1a00a447,,423fab69,dadea544,001f3601,1e370030
79736,0,,-1,,,,8.0,0.0,0.0,0.0,,0.0,,,68fd1e64,38a947a1,5e845faf,12146618,25c83c98,fe6b92e5,d9aa9d97,0b153874,7cc72ec2,3b08e48b,c4adf918,57a1344a,85dbe138,b28479f6,b08aa472,1ad37e34,2005abd1,b6d33a04,,,76694d08,,32c7478e,56f742f2,,
79754,0,,1,10.0,2.0,28042.0,190.0,23.0,15,112.0,,0.0,,2.0,68fd1e64,58e67aaf,057fed7e,dadb39bd,25c83c98,fe6b92e5,a10916b9,0b153874,a73ee510,971e0e08,192461f2,f30077be,bd91360a,1adce6ef,d002b6d9,5c1ca5c3,e5ba7672,c21c3e4c,ed9c25e8,a458ea53,a55bc061,,bcdee96c,69d509d9,9b3e8820,9384ae31
79767,1,1.0,118,5.0,8.0,11,8.0,1,8,8,1.0,1,,8.0,05db9164,0468d672,efc81605,b4d08396,307e775a,7e0ccccf,9221c533,1f89b562,a73ee510,ced91602,adf5875b,3262f03b,61f6145a,b28479f6,234191d3,414e22e1,d4bb7bd8,9880032b,21ddcdc9,5840adea,35adc6b4,,3a171ecb,96c6fab9,ea9a246c,aa5f0a15
79795,0,0.0,0,275.0,1.0,1696.0,80.0,3.0,36,55.0,0.0,1.0,,1.0,87552397,09e68b86,77e3a55d,02588135,25c83c98,13718bbd,cc5ed2f1,0b153874,a73ee510,3b08e48b,a95a8954,3e6a49ba,9f16a973,b28479f6,52baadf5,2aad6f40,776ce399,5aed7436,9437f62f,a458ea53,76b611f6,,32c7478e,1793a828,e8b83407,afe40bd3
79799,1,,-1,,,10352,13.0,7,3,10,,1,,,05db9164,38d50e09,92eb3174,88e439d9,25c83c98,,6ad82e7a,37e4aa92,a73ee510,80f90445,c1ee56d0,604f499b,ebd756bd,b28479f6,06373944,8e662061,e5ba7672,fffe2a63,21ddcdc9,b1252a9d,872c22d6,,32c7478e,df487a73,001f3601,c27f155b
79802,0,,0,2.0,0.0,,,,0,,,,,1.0,05db9164,8db5bc37,,,25c83c98,7e0ccccf,d356c7e6,64523cfa,7cc72ec2,3b08e48b,727af3e2,,49fe3d4e,07d13a8f,892166f0,,2005abd1,8832437e,,,,,be7c41b4,,,
79807,0,0.0,0,0.0,15.0,26804,,0,14,14,0.0,0,,15.0,58bdf13a,c41a84c8,17369e26,759c4a2e,25c83c98,7e0ccccf,f84e6f4b,0b153874,a73ee510,36fe2e15,81a23494,ebb533c7,3796b047,07d13a8f,8d787bee,a043360e,e5ba7672,5911fc7e,,,9e0bf7f3,c9d4222a,32c7478e,590b856f,,
79810,0,,7,2.0,2.0,148,395.0,1,7,207,,1,,15.0,68fd1e64,38a947a1,12d978b8,0ad2ad70,25c83c98,13718bbd,9c8ed289,0b153874,a73ee510,dc650390,a7b606c4,2a5bad22,eae197fd,b28479f6,e02fd783,f4fe237d,07c540c4,23a483c8,,,3edc9deb,,3a171ecb,88ed380d,,
79822,0,3.0,4,2.0,1.0,74,1.0,3,1,1,1.0,1,,1.0,05db9164,80e26c9b,4512976f,a9e587b7,4cf72387,,8672200c,5b392875,a73ee510,3b08e48b,65819b7a,e941886d,2e21cea2,1adce6ef,8ba8b39a,54f5cb80,07c540c4,f54016b9,21ddcdc9,b1252a9d,332df917,,3a171ecb,1793a828,e8b83407,705ee187
79869,0,,2,11.0,28.0,495,,0.0,32,37.0,,0.0,,37.0,05db9164,38d50e09,14123278,83805978,25c83c98,7e0ccccf,e85e0eda,0b153874,a73ee510,3b08e48b,9e4e8906,d8a3ebb1,13708b2b,07d13a8f,ee569ce2,dd1ed6e9,776ce399,582152eb,21ddcdc9,5840adea,53b6d8fb,,32c7478e,17de96b7,e8b83407,dda91ee8
79881,1,1.0,1,6.0,4.0,204,6.0,11,13,52,1.0,2,0.0,4.0,05db9164,4f25e98b,014a582c,b2f6c21f,43b19349,,47d9a620,0b153874,a73ee510,1dda5fa3,59ced183,b505c4d2,4b328e0a,07d13a8f,dfab705f,5903a000,e5ba7672,7ef5affa,8f80afeb,b1252a9d,ba785b4a,,32c7478e,84e146e3,001f3601,693f2ab8
79896,0,,18,13.0,1.0,32345,339.0,0,15,59,,0,0.0,1.0,68fd1e64,f0cf0024,b8712ef3,fa16b189,25c83c98,7e0ccccf,199c1eb3,1f89b562,a73ee510,3b08e48b,ee991e99,8118147d,934b2395,07d13a8f,b02eef70,e958fc30,3486227d,cc693e93,21ddcdc9,5840adea,59f9bd12,,3a171ecb,eeffd916,ea9a246c,d1d45fc5
79902,0,,1,42.0,30.0,2911.0,46.0,3.0,22,199.0,,2.0,0.0,30.0,be589b51,8947f767,528b0e55,7343e149,25c83c98,7e0ccccf,d9b2b2a2,0b153874,a73ee510,d7cb1343,2872a4bd,6362fcca,f8320f48,b28479f6,a473257f,a39a6cf5,3486227d,bd17c3da,2efde463,b1252a9d,3d12ccdf,ad3062eb,32c7478e,3fdb382b,e8b83407,49d68486
79927,0,,0,16.0,1.0,19144,53.0,2.0,2,53.0,,1.0,,1.0,291b7ba2,c44e8a72,1fdc55fa,ba7cdb66,384874ce,7e0ccccf,86651165,0b153874,a73ee510,3b08e48b,72719926,ffc837c8,0159bf9f,b28479f6,1addf65e,33a7fb03,07c540c4,456d734d,21ddcdc9,b1252a9d,e4bf497b,,3a171ecb,38be899f,e8b83407,9bef54fd
79932,0,11.0,54,14.0,11.0,267,11.0,11,12,11,1.0,1,0.0,11.0,39af2607,f7ab4058,bb560ed2,221fafeb,25c83c98,fe6b92e5,72ca010f,0b153874,a73ee510,3b08e48b,6394ad05,7e2441b6,7aa2166f,b28479f6,7ae598b5,b0f499e4,e5ba7672,e5213cd5,21ddcdc9,b1252a9d,174e92cb,,32c7478e,b0734835,ea9a246c,35fe2911
79950,0,0.0,0,1.0,9.0,5955,101.0,33,13,84,0.0,2,,9.0,05db9164,532da141,a7ded28e,456b4d8c,384874ce,fbad5c96,1ea391c6,0b153874,a73ee510,3b08e48b,c1ca0a1b,8ea37200,2e83bdac,cfef1c29,abd8f51e,9a9902d0,e5ba7672,bdc06043,,,6dfd157c,,32c7478e,ef089725,,
79956,0,6.0,-1,,,1454,8.0,35,7,10,0.0,2,,,68fd1e64,1612be27,ecbb5a5c,ab5bc535,25c83c98,,7195046d,5b392875,a73ee510,686e97b9,4d8549da,18b86fc6,51b97b8f,07d13a8f,cbffe0e5,5e228b63,e5ba7672,ce500fd8,21ddcdc9,b1252a9d,0ccb9bf3,,3a171ecb,fc7d5b23,cb079c2d,aa5f0a15
79970,0,,27,5.0,3.0,1419,21.0,29.0,8,20.0,,5.0,0.0,4.0,17f69355,09e68b86,3f49d598,bee2b8af,25c83c98,7e0ccccf,313458f6,0b153874,a73ee510,305a0646,26fc476a,f14bd0de,1bf19848,07d13a8f,36721ddc,d5edd356,e5ba7672,5aed7436,6f3756eb,a458ea53,48f9baf1,,423fab69,a6a8cc09,3d2bedd7,f7a7387d
79971,1,0.0,4,1.0,1.0,5725,130.0,1,13,130,0.0,1,,1.0,05db9164,8947f767,0d981893,83c88500,25c83c98,7e0ccccf,564c0fdf,0b153874,a73ee510,621d488a,511ec7f5,e95d180b,9bbf3ee9,07d13a8f,2c14c412,ad018dcc,d4bb7bd8,bd17c3da,c51f3181,5840adea,f63fd580,,32c7478e,f67c718f,e8b83407,542ed74a
79983,0,0.0,1,2.0,9.0,1676,345.0,1.0,44,60.0,0.0,1.0,,40.0,05db9164,38d50e09,,,384874ce,7e0ccccf,1478592d,0b153874,a73ee510,e41aa373,a89c45cb,,a4fafa5b,b28479f6,42b3012c,,d4bb7bd8,582152eb,21ddcdc9,5840adea,,,32c7478e,,001f3601,56be3401
79989,0,,8,7.0,4.0,41942.0,,0,6,4,,0,,4.0,8cf07265,38a947a1,c9338645,21ba4f1d,4cf72387,,555d7949,0b153874,a73ee510,3b08e48b,91e8fc27,b578261c,9ff13f22,b28479f6,a52ee1e2,9d0b26c1,776ce399,62f549e8,,,a481066b,,be7c41b4,6287f991,,
80029,0,,0,9.0,2.0,,,0.0,4,9.0,,0.0,,2.0,05db9164,80e26c9b,ed790185,a3cc9eaa,25c83c98,7e0ccccf,e7698644,0b153874,7cc72ec2,3b08e48b,f9d0f35e,dcfd94f4,b55434a9,f862f261,c1563774,b8abbe53,2005abd1,f54016b9,21ddcdc9,5840adea,256e0d3b,,be7c41b4,2cb8e5cc,2bf691b1,b655cbf8
80088,1,15.0,116,,1.0,1166.0,8.0,33.0,17,73.0,0.0,7.0,0.0,1.0,05db9164,1cfdf714,256ba365,13508380,25c83c98,3bf701e7,f913fba5,0b153874,a73ee510,3b08e48b,c05dff4b,ac0e1bc9,a22449ca,07d13a8f,e439dd9b,6a134aa0,e5ba7672,9df49ecd,55dd3565,b1252a9d,5cf4cb96,,c7dc6720,45ab94c8,cb079c2d,c84c4aec
80105,0,0.0,1,1.0,,5135.0,64.0,12.0,0,226.0,0.0,6.0,1.0,,05db9164,c66fca21,470495cd,351cb2a2,25c83c98,,d3b8f746,c8ddd494,a73ee510,b8d25928,d99a1a67,a8cd48d0,bb567ffd,07d13a8f,e25cc91e,36cc65cd,3486227d,1304f63b,21ddcdc9,b1252a9d,bfbd2530,,3a171ecb,75aae369,010f6491,9c1b4a8f
80113,0,1.0,92,5.0,4.0,122.0,11.0,1.0,11,11.0,1.0,1.0,,11.0,05db9164,38d50e09,e7290a18,10ee14f5,0942e0a7,7e0ccccf,e1250122,0b153874,a73ee510,fbe2edba,d39dfd5d,394b6320,52542824,07d13a8f,ee569ce2,c336971a,d4bb7bd8,582152eb,21ddcdc9,5840adea,f226d6a0,,32c7478e,e4f45003,001f3601,632dae8a
80114,0,0.0,0,157.0,4.0,1956,23.0,16,12,79,0.0,2,3.0,4.0,05db9164,80e26c9b,ba1947d0,85dd697c,25c83c98,7e0ccccf,197b4575,0b153874,a73ee510,6c47047a,24f22538,34a238e0,e40e52ae,1adce6ef,0f942372,da441c7e,27c07bd6,005c6740,21ddcdc9,5840adea,8717ea07,c9d4222a,3a171ecb,1793a828,e8b83407,9904c656
80166,1,4.0,14,12.0,7.0,31.0,8.0,12.0,16,100.0,1.0,5.0,0.0,7.0,68fd1e64,cbafb605,b009d929,c7043c4b,25c83c98,7e0ccccf,2b99f7f4,37e4aa92,a73ee510,3b08e48b,c1bfba9c,3563ab62,44af41ef,64c94865,f0522136,b688c8cc,e5ba7672,08d65fe0,21ddcdc9,5840adea,2754aaf1,,3a171ecb,3b183c5c,2bf691b1,263ed2db
80178,0,,3,40.0,16.0,57.0,,0,16,69,,0,0.0,16.0,05db9164,38d50e09,,,25c83c98,7e0ccccf,38eb9cf4,0b153874,a73ee510,49d1ad89,7f8ffe57,,46f42a63,b28479f6,42b3012c,,e5ba7672,582152eb,21ddcdc9,5840adea,,c9d4222a,32c7478e,,001f3601,56be3401
80193,0,,0,2.0,,5074,12.0,8,1,5,,1,,,287e684f,1cfdf714,f6973256,d474fd9d,25c83c98,fbad5c96,18be0b80,5b392875,a73ee510,25ddaad7,5491e76f,8f459345,4d8e7d98,b28479f6,d345b1a0,1bd36c64,e5ba7672,e88ffc9d,d7a14759,a458ea53,c916e7ea,,bcdee96c,5e267099,cb079c2d,a6c0c64e
